,text,target,sender,link,hostile,If hostile is it directed ?,group,id
2089,@tonyposnanski It’s got to be genetics. I’m guessing he didn’t do shit to raise his kids.,tonyposnanski,alisonsduncan,https://twitter.com/statuses/1095390385701113857,0,0,10,1095390385701113857
2090,"@realDailyWire @benshapiro I'm sure there were more than two, but ben doesn't give a shit about the others apparently.",realDailyWire,StopMaknShitUp,https://twitter.com/statuses/1097697290267979776,0,0,0,1097697290267979776
2091,"@ItsYaBoiAjcasp @NadyneEckstrom @criblizard1969 @Deaththekidjoe @MrDecisiveMeg @Schwebi_ @Dat360NoScope @DeadByBHVR These issues have been around for over a year, they're not fixing shit just making more ways to make money all while creating more bugs.",ItsYaBoiAjcasp,XXDOD456,https://twitter.com/statuses/1100500679620288513,1,1,0,1100500679620288513
2092,@ThatYoungkidTED Bruh 😂😂 I forgot that nigga get dumb bitches everywhere he go lmao,ThatYoungkidTED,mhggamer_,https://twitter.com/statuses/1099841897487429632,0,0,11,1099841897487429632
2093,"@MariahLynBoss Damn Mariahlyn you got mad enough to Rich nigga, aight sis lol 😂",MariahLynBoss,Robverbs85,https://twitter.com/statuses/1105359932507840512,0,0,10,1105359932507840512
2094,@KALIFORNIAKROOK TRY ME. I THROW YO LIL ASS IN THE TRASH CAN.,KALIFORNIAKROOK,kilokiana,https://twitter.com/statuses/1096829870745812993,1,1,10,1096829870745812993
2095,@oGHeisman haha because it sounds like nigger i get it,oGHeisman,De9en,https://twitter.com/statuses/1100024901308727299,0,0,11,1100024901308727299
2096,@RoyalKenyah Your ass during sex,RoyalKenyah,MhubiriWaTaifa,https://twitter.com/statuses/1101455008627859456,1,1,0,1101455008627859456
2097,@MDcrabbySports What a cunt!,MDcrabbySports,ChibsRSR,https://twitter.com/statuses/1105440505339482117,1,1,1,1105440505339482117
2098,@DeepStateExpose @ChapulinColoRed Fuck you pop Francis don’t you have nuns to rape and child pedos to cover for. You piece of shit,DeepStateExpose,cosmoboy33,https://twitter.com/statuses/1096473563740151808,1,0,1,1096473563740151808
2099,"@DrMarcusP Dude, you need to eat some meat, sue the University that gave you your Doctorate (they were pulling the piss) and go live in Venezuela...  Oh yeah, ease of the drink...   you gotta be drunk...",DrMarcusP,SoloGrunta,https://twitter.com/statuses/1100006100772970496,1,1,0,1100006100772970496
2100,"@KimKardashian Y’all filthy rich. Regardless you guys sit at home you still getting money lol.y’all made jordyn sign some shit let her be.. what are you guys scared of??it’s sad that Tristan cheated on Jordan w/ Khloe while Jordan was pregnant, damn! Your",KimKardashian,dxlysxii,https://twitter.com/statuses/1100897448501829632,1,1,0,1100897448501829632
2101,"@JacobAWohl @realDonaldTrump As the mark harris fiasco in nc demonstrated , you twat",JacobAWohl,Ibbeguri,https://twitter.com/statuses/1100090309025910784,1,1,0,1100090309025910784
2102,@BbyPjm22 IM ALWAYS GAY PANIC ITS MY MIDDLE NAME FUCK,BbyPjm22,deathlygrimm,https://twitter.com/statuses/1095214467053506561,0,0,1,1095214467053506561
2103,@NotJep nigga stop kappin ik yo dumbass sat there smirkin,NotJep,VeiIleux,https://twitter.com/statuses/1105476615893585920,1,1,1,1105476615893585920
2104,@TWOCharmss Why the nigga the thug lol,TWOCharmss,2livescoob,https://twitter.com/statuses/1099887649932890113,1,0,11,1099887649932890113
2105,@Michael2014abc Shut the fuck up. Nobody. Oh because 1 famous black oerosn was on there that makes it all good and jolly. Go fuck yourself BITCH,Michael2014abc,SavionWright,https://twitter.com/statuses/1100389283502817286,1,1,1,1100389283502817286
2106,@russwest44 You handled it better than I would have. We support you 💯 and the NBA better do the same!,russwest44,ticiaizwndrflly,https://twitter.com/statuses/1105529039148761088,0,0,10,1105529039148761088
2107,@M23VN_YEEZ Sexually yesss Foh we suck more dick tf 😭,M23VN_YEEZ,azaliaewell,https://twitter.com/statuses/1100105419408752646,1,0,11,1100105419408752646
2108,@lovemixhelle he’s gonna get an ass-beating and a lecture. smh.,lovemixhelle,iamrvhsoo,https://twitter.com/statuses/1095994773410705408,0,0,11,1095994773410705408
2109,@HI22575251 @slippymusic I'm mad at you. A pussy this mf'n perfect could only have been created by God himself.😠,HI22575251,slippy09942152,https://twitter.com/statuses/1101614011702001664,0,0,11,1101614011702001664
2110,@scotbot Don't use their memes. Shit posting 101.,scotbot,pomoshire,https://twitter.com/statuses/1095399437327831040,1,1,1,1095399437327831040
2111,@grandegoalsx Sex is not supposed be until tomorrow so ya can get hit on the next week https://t.co/nVnt6dEbgo,grandegoalsx,JJ_Styles1,https://twitter.com/statuses/1100500632623083526,0,0,0,1100500632623083526
2112,@ilovetrucks6 nigga that aint no nap,ilovetrucks6,Finrxl,https://twitter.com/statuses/1100137531096604672,1,1,0,1100137531096604672
2113,@JillKassidyy is one of the most beautiful women I've ever seen i can only dream of getting to cover her sexy toes in cum! 😍💦💦💦,JillKassidyy,love_cute_feet,https://twitter.com/statuses/1101413386422755328,1,1,10,1101413386422755328
2114,@SenBlumenthal Wow you just can't stop lying Dick.. post where the seas are rising..pictures were just posted from 80 years ago.... but we do know how you like to lie. https://t.co/iOudSIAIj1,SenBlumenthal,petersrj3,https://twitter.com/statuses/1101738640521146369,1,1,10,1101738640521146369
2115,@yungtoxin You nasty bitch,yungtoxin,Mmmmaattt,https://twitter.com/statuses/1099488955521732608,0,0,11,1099488955521732608
2116,@realDonaldTrump @foxandfriends You’re a f*cking retard.,realDonaldTrump,KYewman08,https://twitter.com/statuses/1105470178710749185,1,1,10,1105470178710749185
2117,@ookemon Hhotl shit,ookemon,superbitch300,https://twitter.com/statuses/1097006620012367872,0,0,11,1097006620012367872
2118,@TeearaLauren why is it every time you post some slick shit and I respond you get on a you could’ve dmed deal like don’t be a pot calling a skillet black.,TeearaLauren,mehnightlife,https://twitter.com/statuses/1099885319715987456,1,1,1,1099885319715987456
2119,@Existential_Ash @OkamiSwan how the fuck is this term dehumanizing?!?!?!?,Existential_Ash,fosphoxOwO,https://twitter.com/statuses/1101464405387157504,1,1,0,1101464405387157504
2120,"@zedoom I doubt her ban was about that, she was nuts like real crazy, and she had a lot of break downs saying a lot of shit to people, I don't know why it took so long for them to ban her tbh",zedoom,camilzf,https://twitter.com/statuses/1095472709964828672,0,0,11,1095472709964828672
2121,"@Kilo_Bravo13 Sister, beware!!! If possible water mark or something on these pictures... Some retard on social media may tweak and use these pictures as torture on kids!!!  There r hidden enemies outnumbering your well wishers!!!",Kilo_Bravo13,sunilonlyhere,https://twitter.com/statuses/1100009503104294913,0,0,10,1100009503104294913
2122,@molnewbury @chloejarv Omg remember🤣 when she called a mean girl🤣 stupid cunt,molnewbury,real_horrorshow,https://twitter.com/statuses/1105175450748358656,0,0,11,1105175450748358656
2123,"@shaunacoralee Shut up you massive twat. I’m glad your fantasy beliefs place you on your imaginary higher pedestal than anyone else, yet when you die you’ll amount to nothing. Nobody cares about your existence and it literally doesn’t matter to anyone you",shaunacoralee,ROFLno,https://twitter.com/statuses/1099836585674199041,1,1,0,1099836585674199041
2124,@LameCandise Just didn’t expect a pic of you like that on my TL lmao. Don’t 😤 assume 😤 shit 😤😤😤😤,LameCandise,OhhBabyJ,https://twitter.com/statuses/1094783842899189760,0,0,11,1094783842899189760
2125,@FossilCub Fuck! Next time lemme sit on that 😍🤤😍🤤😍,FossilCub,gaymercub_randy,https://twitter.com/statuses/1101822016141840384,0,0,10,1101822016141840384
2126,@realDonaldTrump How about you loosen up and stop acting like a immature crybaby when he can't get his own way or someone is trying to their job unlike someone else that most of assumed you cheated to get into that office you shine a seat with your ass And this country is not doing great at all,realDonaldTrump,ThummaJeremy,https://twitter.com/statuses/1095135636334567424,1,1,10,1095135636334567424
2127,@ArtistrybyJ @CUPlDHYE @JuiiceTV This ain’t even about your tweet anymore you’re just a cunt who talks down to people &amp; talks to them like shit &amp; that’s the tea have a nice life babe xx https://t.co/rVQ4nqVLqV,ArtistrybyJ,orbitschuuwu,https://twitter.com/statuses/1099832566549528577,1,1,0,1099832566549528577
2128,@kiImomger @latimesent @Joy_Villa You mf Bitch we do not need a fucking wall Bitch,kiImomger,zmondaine592,https://twitter.com/statuses/1094808841487900674,1,1,0,1094808841487900674
2129,@AhmadAlGh_ @akamaru past test of cum (verb) (joke),AhmadAlGh_,chilIed,https://twitter.com/statuses/1097568277973385224,0,0,1,1097568277973385224
2130,@trvisXX nigga you better be ready to RAGE!,trvisXX,ItsClizz,https://twitter.com/statuses/1099743548755402754,0,0,10,1099743548755402754
2131,@sheeplips Your near 40 embrace it grow the fuck up 😂😂😂.,sheeplips,gazcald,https://twitter.com/statuses/1095934182650535937,0,0,11,1095934182650535937
2132,@hibboz @360Sources I’d take 6.7 mil for the big lazy cunt,hibboz,AshUManYoo,https://twitter.com/statuses/1100114228130836482,1,0,11,1100114228130836482
2133,@Koach_CartER Lol nigga how ?,Koach_CartER,OkizemeDes,https://twitter.com/statuses/1105176092879585280,0,0,11,1105176092879585280
2134,@yusufsjiba Nigga u gat filthy mind😂😂,yusufsjiba,dahiir_m,https://twitter.com/statuses/1105448348260159488,0,0,11,1105448348260159488
2135,"@madxbixch @smh @senbmckenzie Pathetic excuse, wow, clearly doesn’t give a fuck, in Bananaby’s class for rorting and bullshit excuses",madxbixch,BeeCeeAudio,https://twitter.com/statuses/1096897712467804161,1,0,0,1096897712467804161
2136,@realDonaldTrump Go Amy!! Not a pussy who can’t get his #fake hair  (or whatever that thing is) wet for our #country and #military. https://t.co/86yhNo7B55,realDonaldTrump,SistahResistah,https://twitter.com/statuses/1094736793432248320,1,1,10,1094736793432248320
2137,@KiddNation @allkpop lol what a half-ass appology~ pls learn to have some respect for everyone first,KiddNation,kingklisa,https://twitter.com/statuses/1100478894304567297,1,1,0,1100478894304567297
2138,@wbaltv11 That's what I call a real cunt.,wbaltv11,jimdunnjr76,https://twitter.com/statuses/1100037755294441473,1,0,10,1100037755294441473
2139,"@themichaelowen Wishing injuries today were you,  rabbit killing cunt of a man",themichaelowen,johnzy_88,https://twitter.com/statuses/1099791971755933696,1,1,10,1099791971755933696
2140,@noodlewhale @WhiteMartLane 😂 He's a grumpy twat but I love him really. He's gonna hate me for this though 👀😂Xx,noodlewhale,MaverickHMate,https://twitter.com/statuses/1105176849670377472,0,0,11,1105176849670377472
2141,@roberttcu12 @kevinslife88 @oweniverson @crbrendemuehl @politico Hi Boob. https://t.co/lDJhMr4ggG,roberttcu12,jakob4215,https://twitter.com/statuses/1095099548610031616,1,1,0,1095099548610031616
2142,@PeterStefanovi2 @jackalsbynight You don’t half sound like a whinging cunt.,PeterStefanovi2,MomentumLoans,https://twitter.com/statuses/1099802535576113152,1,1,0,1099802535576113152
2143,@ChMSarwar Go fuck yourself porkistan...,ChMSarwar,3234240f428245e,https://twitter.com/statuses/1100329762202021890,1,1,0,1100329762202021890
2144,@ByDonkeys @vote_leave That twat was so far up his own ass I don't think he knew or cared what Thatcher started!!,ByDonkeys,TheRealGeraintJ,https://twitter.com/statuses/1100065362199146496,1,0,0,1100065362199146496
2145,@FACEDevlin @NBBNorcia of course he does because he is scum just like you. both of you do nothing but troll and shit on other people.,FACEDevlin,ranting3133,https://twitter.com/statuses/1101359277749555201,1,1,1,1101359277749555201
2146,"@nbrianna98 *FOR THE PEOPLE LURKING* do you not have anything better to do with your life than watch her every move on Twitter?? “wtf. literally what, and I cannot stress this enough, THA FUCK.”",nbrianna98,lindsnicole02,https://twitter.com/statuses/1101663399572852746,1,0,11,1101663399572852746
2147,@liberian_pekin Shit I’ll try,liberian_pekin,ranzabo,https://twitter.com/statuses/1095576668842815488,0,0,11,1095576668842815488
2148,@Kita__Kat @QurraBear They do the shit to piss you off bruh.,Kita__Kat,x_scorpiooo_x,https://twitter.com/statuses/1099907167497437184,0,0,11,1099907167497437184
2149,@youreaIiar mayo is DISGUSTING🤮i’d never mix that shit with smth as good as ketchup,youreaIiar,94robbers,https://twitter.com/statuses/1101257261303902209,0,0,11,1101257261303902209
2150,@FIamingz @9Lunafys Oh wait good bitch,FIamingz,Assclappers,https://twitter.com/statuses/1099323380539580419,1,1,1,1099323380539580419
2151,@ItzBrand0 Nigga you can’t recognize someone talking shit...fuckup,ItzBrand0,loccdawgg,https://twitter.com/statuses/1105301906015047682,1,1,1,1105301906015047682
2152,@Stoney96BCFC I’ve dealt with being married to a cunt you’re light work,Stoney96BCFC,dips0005,https://twitter.com/statuses/1100074268963028997,1,1,1,1100074268963028997
2153,@Fereeha Bitch please....you are saving your own ass.... Cz u will be screwed by your own lies.... N please face off men to men not like ladies who come in burkha do jihad in the name of Allah.... Be men n make men... N yours is the land of hijdaas,Fereeha,AakashB95182322,https://twitter.com/statuses/1101149635270402048,1,1,0,1101149635270402048
2154,@SeeDeblay 😂😂😂😂😂. Nigga! You wee not kee me with this post,SeeDeblay,WinniAdom,https://twitter.com/statuses/1099825968494141441,0,0,11,1099825968494141441
2155,@vantewantmills_ @landvn just cus you got a hoe friend dont mean im also boutta be out here poppin it for pimp💀💀💀💀💀 so if one of yall friends a hoe ass nigga that make yall one too huh?,vantewantmills_,xniqueeee,https://twitter.com/statuses/1105542456672702471,1,1,11,1105542456672702471
2156,@JRomano312 @azcentral 486 people know what a pussy you are. And now you know. https://t.co/A1TIDaApy1,JRomano312,ClemDawson,https://twitter.com/statuses/1095500333638283264,1,1,0,1095500333638283264
2157,@EdKrassen Stop being such a faggot.,EdKrassen,Costanzo9010,https://twitter.com/statuses/1099867009792331776,1,1,10,1099867009792331776
2158,"@JeffreeStar Been following you since I bought my first CUNT bracelet and listened to your music 10+ years ago!! With everyone trying to win this I figured oh what are my odds, but finally just today said screw it even if it’s .0001 chance it’s still a ch",JeffreeStar,heyyitsbrayy,https://twitter.com/statuses/1100115344222384128,0,0,10,1100115344222384128
2159,@Football__Tweet That’s because you are a twat Michael!,Football__Tweet,antfish1968,https://twitter.com/statuses/1099742102949453825,1,1,10,1099742102949453825
2160,@bugattibeez This nigga😂😂,bugattibeez,Thatgirlvso,https://twitter.com/statuses/1105492115893772288,0,0,10,1105492115893772288
2161,@ThisWeekABC We don't need a hypocritical ass like Christie to state the obvious.,ThisWeekABC,KristinRutter,https://twitter.com/statuses/1101002281212932096,1,0,0,1101002281212932096
2162,@dtb_dh Bro he dead does my nigga look closely,dtb_dh,papixgod_,https://twitter.com/statuses/1105290216712081408,0,0,1,1105290216712081408
2163,"@LeggoMyMeggo_12 Could you imagine how traumatizing it would be to be ""playing with spongebob then out of nowhere he just drop kicks the shit out of you...",LeggoMyMeggo_12,RichardGaribay,https://twitter.com/statuses/1096954000019206145,0,0,11,1096954000019206145
2164,@Bigbossnene they don't need shit and thats why y'all so mad lmao and rio said you won't otp with him waab he right here,Bigbossnene,ewcookiee_,https://twitter.com/statuses/1100802636327079937,0,0,10,1100802636327079937
2165,"@ProudResister Gay sex in the white house.  Abhorrent!  We endorse cheating, thank you.  Porn stars please.",ProudResister,jrquinla,https://twitter.com/statuses/1095390455649300480,1,1,10,1095390455649300480
2166,"@GDA_BBP Yeah bro, that nigga is literally theeeee worst.",GDA_BBP,TOOFARFROMTIMID,https://twitter.com/statuses/1105601802567933952,1,1,11,1105601802567933952
2167,@_BriaaaS @TamikaTButler @daziremia @WhocaresJace @ShiftyTheGreen @girlsthathoop Because vagina is different so just cause y’all like that doesn’t mean his girl likes that 🤷🏽‍♂️,_BriaaaS,NireltheALLAH,https://twitter.com/statuses/1101469299707908097,1,0,0,1101469299707908097
2168,@realDonaldTrump @WhiteHouse Thanks for filling us in on your every move throughout every day. Just want to let you know currently I’m sitting on the toilet bowl taking a shit. #PublicBathroom,realDonaldTrump,JamesGiannone1,https://twitter.com/statuses/1096104087228157953,1,1,10,1096104087228157953
2169,@sh6rk This sucks. I literally sleep on top of my nigga lmao idc. 😭,sh6rk,FineAssFrankie,https://twitter.com/statuses/1105178148788822016,0,0,11,1105178148788822016
2170,@1awrencee @silvkee That was a good one wow fuck I don’t think I’ll recover from that one,1awrencee,kaylamacfuckyou,https://twitter.com/statuses/1095413135245103104,0,0,0,1095413135245103104
2171,@ykrluna Nigga skipped 2 lmaooo,ykrluna,DevilManReis,https://twitter.com/statuses/1100089717616340993,0,0,11,1100089717616340993
2172,@zSlime_ beat him like 2 times then fried da stage while me and greens and motionz was in a 9 streak nigga is weird,zSlime_,NotDew1,https://twitter.com/statuses/1105199182841819139,1,0,1,1105199182841819139
2173,@FakeJoshKrafft he won't do shit,FakeJoshKrafft,pub_mouse,https://twitter.com/statuses/1100834395680919558,0,0,1,1100834395680919558
2174,"@deadlyinsomniac Bruh imagine seeing a nigga in his car blasting blueface, that was me lmao.",deadlyinsomniac,DaifukuT,https://twitter.com/statuses/1105181787037155328,0,0,11,1105181787037155328
2175,"@wingedhat @theisb I would be interested to figure out the phrase I said the most.  For a while it was ""you piece of shit"" but I think I am off that recently? Not sure.",wingedhat,cracksh0t,https://twitter.com/statuses/1095308638711894022,0,0,1,1095308638711894022
2176,@ExtremeWidth @rooting_around Shut the p*oop put retard 🤬🤬🤬🤫🤫🤫🥴👌🖕🏻🇨🇻😳🍆,ExtremeWidth,akindalewar_,https://twitter.com/statuses/1105497026156990465,1,1,1,1105497026156990465
2177,@louiecasttro Who dis bitch again? All I see is Tammy Lasagna in a bad dress,louiecasttro,bsimarkaur,https://twitter.com/statuses/1094895510291279874,1,0,0,1094895510291279874
2178,"@TulsiGabbard Stick to this message, Tulsi. Do not even try to match the “Free Shit for Everyone” Bull Shit. There is no such thing as a free lunch. Before Government “gives” something, Government first has to forcibly take. Socialism is the Problem, not ",TulsiGabbard,waltduro,https://twitter.com/statuses/1095463378984681473,0,0,10,1095463378984681473
2179,@CoolStoryLu I changed my password.. but it said I violated the rules. Bitch what rule 😭😂 I been on my best behavior fr this time,CoolStoryLu,whitelvers0n,https://twitter.com/statuses/1096416697043599360,0,0,11,1096416697043599360
2180,@caramelattekiss *twat,caramelattekiss,BiteYourBrum,https://twitter.com/statuses/1105176788391608321,0,0,11,1105176788391608321
2181,@JeSuisMichael__ Meryn trant a fuckin cunt. I doubt he could kill him. Bravosi hd skillsz,JeSuisMichael__,Abbkrrr,https://twitter.com/statuses/1105538562219540480,1,0,11,1105538562219540480
2182,"@DonaldJTrumpJr   From one NYC redneck to another?   No way, greaseball.",DonaldJTrumpJr,anne_bishton,https://twitter.com/statuses/1099737548115636225,1,1,10,1099737548115636225
2183,@dkeylad #realman #cock #alphamale,dkeylad,socklovefetish1,https://twitter.com/statuses/1097217463140392960,1,1,1,1097217463140392960
2184,@TheOfficerTatum You my man are what we call an Uncle Tom.  Go sit down.,TheOfficerTatum,Misty27Misty276,https://twitter.com/statuses/1099861473420038144,0,0,10,1099861473420038144
2185,@Ty_Suave Reading is for fuck niggas 😤😤😤,Ty_Suave,CamDeVille23,https://twitter.com/statuses/1095349125325950976,1,0,11,1095349125325950976
2186,@yveleyy sneaking her nigga in,yveleyy,khaliyaahxx,https://twitter.com/statuses/1105520813086777349,0,0,11,1105520813086777349
2187,@KayMarygold Drink water immediately after sex and eat after waking up,KayMarygold,blake_tula,https://twitter.com/statuses/1099614845727621121,0,0,11,1099614845727621121
2188,@jayspaz_ See if I care nigga I build a house of some shit anything to get away from yo stank ass,jayspaz_,Upstairscawfee,https://twitter.com/statuses/1105179482409754624,1,1,11,1105179482409754624
2189,@GlennKesslerWP Glenn. You are a penis.,GlennKesslerWP,privatepresh,https://twitter.com/statuses/1100135983520116736,1,1,0,1100135983520116736
2190,@fakemikewillman @mr_joshua88 @HuffPost Ok genius let me clue u into something. People don’t give a flying shit what their rate is. They care about hard numbers. They got more in checks n less in returns. Deductions that they always counted on are gone. Rich people got a permanent tax cut when they had more $ than ever,fakemikewillman,Reality0982,https://twitter.com/statuses/1101296804551970816,0,0,0,1101296804551970816
2191,@TalatHussain12 Fuck you,TalatHussain12,Shahbaz727272,https://twitter.com/statuses/1100384891374428161,1,1,10,1100384891374428161
2192,@Harvestchris Twat! What about the Cod Wars? Never forget!,Harvestchris,HalifaxExile,https://twitter.com/statuses/1099805602245738497,1,1,1,1099805602245738497
2193,@Otttr @xDEATHxDRAGONx @iRealCross Naw fam he was decent ragnorak is ass she's even asser if that's even a word,Otttr,loli_expert,https://twitter.com/statuses/1101071706486071297,1,0,0,1101071706486071297
2194,@RomeluLukaku9 robbing a living you. Fat cunt,RomeluLukaku9,AndrewRossBlair,https://twitter.com/statuses/1099743349223931910,1,1,10,1099743349223931910
2195,@realDonaldTrump Fuck you,realDonaldTrump,Vincent59370244,https://twitter.com/statuses/1101839932421750784,1,1,10,1101839932421750784
2196,@Fanatics999 @RuseSaturn @Ravens7F TO MUCH FOR U U DONT KNOW WHEN I LET TH CHOPPA RUN THROUGH ALL BLUE WE CRIP WALK NOT NO DRIP WALK RUN AT ME I BEAT U MEAT BEACH U ASS UP EAR YA FEET RELL NIGGA SHIT I SAY FUCK THAT NIGGA BITCH RUN JT TO THE RACE THEN EAT,Fanatics999,TRICKlNG,https://twitter.com/statuses/1099970573797597184,1,1,1,1099970573797597184
2197,@ChiemerieObetta Nice one my nigga,ChiemerieObetta,arize_theboy,https://twitter.com/statuses/1094796354491158534,0,0,1,1094796354491158534
2198,@Flight23White Nigga flight shut up😂😂💀,Flight23White,Trill_AlphaxX,https://twitter.com/statuses/1100009215865823232,0,0,10,1100009215865823232
2199,@DJZeeti I just wana say Little Finger should get more love even tho he a fuck nigga,DJZeeti,Foam_Lord,https://twitter.com/statuses/1105193106977316865,1,0,10,1105193106977316865
2200,@ksekoni_ Nigga what??? https://t.co/9NDI9i6Gk6,ksekoni_,chidubemxaladi,https://twitter.com/statuses/1105177065517731840,0,0,11,1105177065517731840
2201,"@NateWantsToBtl Just when I think you can’t possibly sound more milennial, you call something a “sonic-ass looking digimon.” 🙏 Respect.",NateWantsToBtl,AnnaProsser,https://twitter.com/statuses/1100811230158057472,1,0,10,1100811230158057472
2202,@stephennspencer bitch can u wake the hell up,stephennspencer,misboozy,https://twitter.com/statuses/1099792077821489152,1,1,11,1099792077821489152
2203,@lizzie_smalls_ yes like damn can i make a sound or breath fuck,lizzie_smalls_,bonniee_xoxo,https://twitter.com/statuses/1100839093284597761,1,0,1,1100839093284597761
2204,@aquarieaux Don’t be rude nigga,aquarieaux,bbylouisblanket,https://twitter.com/statuses/1105549423155662848,0,0,11,1105549423155662848
2205,@TigerAJRay Cause I had to question myself.. like “NIGGA? Yoodid dat?”😂😂,TigerAJRay,NOTKarltonBanks,https://twitter.com/statuses/1099915954652368896,0,0,1,1099915954652368896
2206,@Mmasuping Betella is to rape ….. beta is not to rape!!! #KnowYourSetswana ;-),Mmasuping,DJFreshSA,https://twitter.com/statuses/1100979132068966400,0,0,1,1100979132068966400
2207,@heidi_clarice @tiffanymohan10 Get you a strong ass nigga sis.,heidi_clarice,TerezGranger,https://twitter.com/statuses/1105279199223472128,0,0,1,1105279199223472128
2208,@SupaE2009 &amp; nigga you SHOOT a basketball 😂😂 and his antics are killing the Warriors right now. “I’m sick of Draymond bullshit” via Steve Kerr,SupaE2009,zeaderb,https://twitter.com/statuses/1105181854695636997,0,0,11,1105181854695636997
2209,@ChatByCC @realDonaldTrump shit this poorly coded BOT is back.,ChatByCC,pzuyus,https://twitter.com/statuses/1099827644626026496,1,1,0,1099827644626026496
2210,@TheHardAway22 @Yourself You a weak ass nigga,TheHardAway22,lexisosexyyy,https://twitter.com/statuses/1105209834025160704,1,1,1,1105209834025160704
2211,@SenSchumer @realDonaldTrump The temper tantrum is yours chuckie - and that gov. shutdown was as much your fault as it was his. oh and please fuck off.,SenSchumer,fuckthedonkeys,https://twitter.com/statuses/1096521721685909504,1,1,10,1096521721685909504
2212,@BenFoy1 Hahaha ya cunt,BenFoy1,stefanslowinski,https://twitter.com/statuses/1105176504844066819,0,0,11,1105176504844066819
2213,@LRichyyRS Real shit...,LRichyyRS,CA6EY,https://twitter.com/statuses/1100572062526124040,0,0,11,1100572062526124040
2214,"@SpicyLime415 @FemmeBoss @honestyredacted No cap... I’m FUCKIN jealous to keep it 💯 wit u lmao 😂 but also because I’m a positive nigga, I’m also like, “TURN UP SIS!”",SpicyLime415,VINNYJCOLDASICE,https://twitter.com/statuses/1105306041179402241,0,0,10,1105306041179402241
2215,@ilovesex1235 its all ur big dick fault. i sooo wanna empty ur balls cum in me.,ilovesex1235,HentaiManiac69,https://twitter.com/statuses/1095247983648460800,1,1,1,1095247983648460800
2216,@lanizzzle__ I meeaaaan. Im wit all that depression shit. Fuck my dick up too,lanizzzle__,triston2600,https://twitter.com/statuses/1100426511423885314,1,0,0,1100426511423885314
2217,@wer1rrm @SenSchumer @realDonaldTrump Obama ass to ass. He and Michael,wer1rrm,Slyone2020,https://twitter.com/statuses/1101116799528128514,1,1,10,1101116799528128514
2218,@AmyMek I wonder how many Jihadi networks been operating in Germany,AmyMek,AlfredoSDS,https://twitter.com/statuses/1099741266777128960,0,0,10,1099741266777128960
2219,@GOP CHEAP CHINA SHIT NO THANKS LOSERS!,GOP,marcus04590832,https://twitter.com/statuses/1097533896177020933,1,1,10,1097533896177020933
2220,@SirBasilBrush I look less of a twat in this than May did last night at our press conference.,SirBasilBrush,skutterdan,https://twitter.com/statuses/1105401469577117696,1,0,10,1105401469577117696
2221,@gucci1017 Yo kid and babymoms is  on welfare nigga vlad  said it if true bro that's sad,gucci1017,Kidzapablomhazi,https://twitter.com/statuses/1095362666288300033,1,1,10,1095362666288300033
2222,@FlyGuyIvey @8_13oz HAHAHAHHAA this nigga Lying,FlyGuyIvey,VoteForStephen,https://twitter.com/statuses/1099846854571950081,1,0,11,1099846854571950081
2223,@BorisEP @AOC Lol sometimes you just gotta take the L and own your own fuck up my dude,BorisEP,prttyonfleek,https://twitter.com/statuses/1095264984081170432,0,0,0,1095264984081170432
2224,@CoryxKenshin @GloomyKassie I poop my pants watching this so be careful. https://t.co/LjPPuUuOwb,CoryxKenshin,LewisFewster1,https://twitter.com/statuses/1101876080342904832,0,0,10,1101876080342904832
2225,@jakegyllenhaaII @maile_male Because what the fuck does that have to do with one’s sexuality?,jakegyllenhaaII,LL98067931,https://twitter.com/statuses/1099880928665571329,1,0,0,1099880928665571329
2226,@HAILH0SE0K i— ...pain slut?,HAILH0SE0K,SEASIDEINCUBUS,https://twitter.com/statuses/1095282321958170624,0,0,11,1095282321958170624
2227,@Smofikh @Reemmedhhat1 Maa nigga https://t.co/NFe5S8xjU0,Smofikh,NabtFenjan,https://twitter.com/statuses/1105479951678095361,1,1,1,1105479951678095361
2228,@_Lyricc05_ How a exit remind you of a mf 😭 . I can see if something bad happened like a car crash my nigga 😂 . You just wild asf,_Lyricc05_,officialshameka,https://twitter.com/statuses/1105530220524830720,1,1,11,1105530220524830720
2229,@The_Jay_Bink @RosaChanda @realprinceblue @killa_cam86 I hear you with that but the biggest problem is the defensive system from the perimeter in. They get beat all day from the perimeter and then the bigs have to cover them and then its helter skelter. Embiid covers browns ass or this defense would be way worse.,The_Jay_Bink,cwilt19821,https://twitter.com/statuses/1100251596758417410,1,0,1,1100251596758417410
2230,@zzzZSub Why are you laughing? You're more pathetic than him? Who's laughing now BITCH LOOL 😂😂😂 fat cunt,zzzZSub,raisayasminx,https://twitter.com/statuses/1099809100639154176,1,1,1,1099809100639154176
2231,@erbwa Politeness and this world class cunt of a terrorist do not go hand in hand,erbwa,Growlar,https://twitter.com/statuses/1100045215363158016,1,1,1,1100045215363158016
2232,"@realDonaldTrump Sorry...does the bald chap shout ""bad ass licker... the president of the united states?"" most confused",realDonaldTrump,TerriJD30,https://twitter.com/statuses/1096491364550881282,1,1,0,1096491364550881282
